Abbreviation	Name	Reaction	Reactions with MetNames	GPR	Genes	Protein	Subsystems	KEGGSubsys	Reversible	Lower bound	Upper bound	Objective	Confidence Score	EC. Number	Notes	References
rxn00299	GTP cyclohydrolase I	cpd00001[c] + cpd00038[c]  -> cpd00067[c] + cpd02978[c] + cpd00047[c] 	H2O + GTP  -> H+ + 7,8-Dihydroneopterin 3'-triphosphate + Formate 	(PA3438 or PA1674)	PA3438 PA1674		Folate Metabolism	Folate biosynthesis	0	0	1000	0		3.5.4.16		
rxn00300	GTP cyclohydrolase II	3 cpd00001[c] + cpd00038[c]  -> cpd00067[c] + cpd00012[c] + cpd00047[c] + cpd00957[c] 	3 H2O + GTP  -> H+ + PPi + Formate + 2,5-Diamino-6-(5'-phosphoribosylamino)-4-pyrimidineone 	(PA4054 or PA4047)	PA4054 PA4047		Riboflavin Metabolism	Riboflavin metabolism	0	0	1000	0		3.5.4.25		
rxn00303	GTP diphosphokinase	cpd00002[c] + cpd00038[c]  <=> cpd00018[c] + cpd02740[c] 	ATP + GTP  <=> AMP + Guanosine 5'-triphosphate,3'-diphosphate 	PA0934	PA0934			Purine metabolism	1	-1000	1000	0		2.7.6.5		
rxn01462	guanidinobutyrase	cpd00001[c] + cpd00762[c]  -> cpd00281[c] + cpd00073[c] 	H2O + 4-Guanidinobutanoate  -> GABA + Urea 	PA1421	PA1421			Arginine and proline metabolism	0	0	1000	0		3.5.3.7		
rxn01225	guanine deaminase	cpd00001[c] + cpd00067[c] + cpd00207[c]  -> cpd00013[c] + cpd00309[c] 	H2O + H+ + Guanine  -> NH3 + XAN 	(PA1521 or PA0134)	PA1521 PA0134			Purine metabolism	0	0	1000	0		3.5.4.3		
rxn00915	guanine phosphoribosyltransferase	cpd00103[c] + cpd00207[c] -> cpd00012[c] + cpd00126[c]	PRPP + Guanine -> PPi + GMP	PA4645	PA4645		Salvage Pathways	Purine metabolism	0	0	1000	0		2.4.2.7,2.4.2.8,2.4.2.22	*JAB 01/31/14 - swapped reaction direction syntax, functionality same as in SEED/MetaCy	
rxn05319	H2O transport via diffusion	cpd00001[e]  <=> cpd00001[c] 	H2O  <=> H2O 	SPONTANEOUS	PONTAN		Exchange	Transport	1	-1000	1000	0		Undetermined		
rxn02933	3-hydroxyacyl-CoA dehydrogenase (2-Methylacetoacetyl-CoA)	cpd00003[c] + cpd02691[c]  <=> cpd00004[c] + cpd00067[c] + cpd02124[c] 	NAD + 2-methyl-3-hydroxy-butyryl-CoA  <=> NADH + H+ + 2-Methylacetoacetyl-CoA 	PA1609	PA1609			Valine, leucine and isoleucine degradation	1	-1000	1000	0		1.1.1.35,1.1.1.178		
rxn05329	(3R)-3-Hydroxybutanoyl-[acyl-carrier-protein] hydro-lyase	cpd11478[c]  <=> cpd00001[c] + cpd11465[c] 	(R)-3-Hydroxybutanoyl-[acyl-carrier protein]  <=> H2O + But-2-enoyl-[acyl-carrier protein] 	(PA1610 or (PA3645))	PA1610 PA3645			Fatty acid biosynthesis	1	-1000	1000	0		4.2.1.58		
rxn05339	(3R)-3-Hydroxybutanoyl-[acyl-carrier protein]:NADP+ oxidoreductase	cpd00006[c] + cpd11478[c]  <=> cpd00067[c] + cpd00005[c] + cpd11488[c] 	NADP + (R)-3-Hydroxybutanoyl-[acyl-carrier protein]  <=> H+ + NADPH + Acetoacetyl-ACP 	((PA1827 or PA4148 or PA4162 or PA3106 or PA3106 or PA4786 or PA5524) or PA2967)	PA1827 PA4148 PA4162 PA3106 PA3106 PA4786 PA5524 PA2967			Fatty acid biosynthesis	1	-1000	1000	0		1.1.1.100,2.3.1.85,2.3.1.86		
rxn03893	4-hydroxybenzoate octaprenyltransferase	cpd00136[c] + cpd02557[c]  -> cpd00012[c] + cpd03443[c] 	4-Hydroxybenzoate + Farnesylfarnesylgeraniol  -> PPi + 3-Octaprenyl-4-hydroxybenzoate 	PA5358	PA5358		Quinone Biosynthesis Ubiquinone	Ubiquinone biosynthesis	0	0	1000	0		2.5.1.-		
rxn00102	carbonate dehydratase (HCO3 equilibration reaction)	cpd00067[c] + cpd00242[c]  <=> cpd00001[c] + cpd00011[c] 	H+ + H2CO3  <=> H2O + CO2 	PA2053	PA2053		spontaneous	Nitrogen metabolism	1	-1000	1000	0		4.2.1.1		
rxn05331	(3R)-3-Hydroxybutanoyl-[acyl-carrier-protein] hydro-lyase	cpd11480[c]  <=> cpd00001[c] + cpd11469[c] 	D-3-Hydroxydodecanoyl-[acp]  <=> H2O + (2E)-Dodecenoyl-[acp] 	((PA3645) or PA1610)	PA3645 PA1610			Fatty acid biosynthesis	1	-1000	1000	0		2.3.1.85,2.3.1.86,4.2.1.58,4.2.1.60,4.2.1.61		
rxn05340	3R)-3-Hydroxydodecanoyl-[acyl-carrier-protein]:NADP+ oxidoreductase	cpd00006[c] + cpd11480[c]  <=> cpd00067[c] + cpd00005[c] + cpd11489[c] 	NADP + D-3-Hydroxydodecanoyl-[acp]  <=> H+ + NADPH + 3-oxododecanoyl-acp 	(PA2967 or (PA1827 or PA4148 or PA4162 or PA3106 or PA3106 or PA4786 or PA5524))	PA2967 PA1827 PA4148 PA4162 PA3106 PA3106 PA4786 PA5524			Fatty acid biosynthesis	1	-1000	1000	0		1.1.1.100,2.3.1.85,2.3.1.86		
rxn05333	(3R)-3-Hydroxybutanoyl-[acyl-carrier-protein] hydro-lyase	cpd11482[c]  <=> cpd00001[c] + cpd11475[c] 	(R)-3-Hydroxydecanoyl-[acyl-carrier protein]  <=> H2O + (2E)-Decenoyl-[acp] 	((PA3645) or PA1610)	PA3645 PA1610			Fatty acid biosynthesis	1	-1000	1000	0		2.3.1.85,2.3.1.86,4.2.1.58,4.2.1.60,4.2.1.61		
rxn05338	(3R)-3-Hydroxydecanoyl-[acyl-carrier-protein]:NADP+ oxidoreductase	cpd00006[c] + cpd11482[c]  <=> cpd00067[c] + cpd00005[c] + cpd11487[c] 	NADP + (R)-3-Hydroxydecanoyl-[acyl-carrier protein]  <=> H+ + NADPH + 3-oxodecanoyl-acp 	PA1610	PA1610			Fatty acid biosynthesis	1	-1000	1000	0		1.1.1.100,2.3.1.85,2.3.1.86		
rxn13838	Hexadecanoyl-[acyl-carrier protein]:malonyl-CoA  C-acyltransferase	cpd15239[c] + cpd00004[c] + cpd00067[c] -> cpd15277[c] + cpd00003[c]	Hexadecenoyl-ACP + NADH + H+ -> Palmitoyl-ACP + NAD	PA1806	PA1806			Fatty acid biosynthesis	0	0	1000	0			*ASB 03/25/14 - tentative subsystem assignment; JAB 01/31/14 - swapped reaction direction syntax, functionality same as in SEED/MetaCy	
rxn05326	Hexanoyl-[acyl-carrier protein]:malonyl-CoA C-acyltransferase	cpd00003[c] + cpd11472[c]  -> cpd00004[c] + cpd00067[c] + cpd11473[c] 	NAD + Hexanoyl-ACP  -> NADH + H+ + (2E)-Hexenoyl-[acp] 	PA1806	PA1806			Fatty acid biosynthesis	0	-1000	0	0		1.3.1.9,2.3.1.86		
rxn08707	Heme O synthase	cpd00001[c] + cpd00028[c] + cpd00350[c]  <=> cpd00012[c] + cpd11313[c] 	H2O + Heme + Farnesyldiphosphate  <=> PPi + hemeO 	PA1321	PA1321		Tetrapyrrole Biosynthesis	Porphyrin and chlorophyll metabolism	1	-1000	1000	0		2.5.1.-		
rxn00216	hexokinase (D-glucose:ATP)	cpd00002[c] + cpd00027[c]  -> cpd00008[c] + cpd00079[c] 	ATP + D-Glucose  -> ADP + D-glucose-6-phosphate 	PA3193	PA3193		Glycolysis/Gluconeogenesis	Glycolysis / Gluconeogenesis	0	0	1000	0		2.7.1.1,2.7.1.2	* JCT 02/17/14 I suggest that this reaction is irreversible similar to rxn09502	
rxn05585	hexanesulfonate transport via ABC system	cpd00001[c] + cpd00002[c] + cpd11578[e]  -> cpd00067[c] + cpd00008[c] + cpd00009[c] + cpd11578[c] 	H2O + ATP + hexanesulfonate  -> H+ + ADP + Phosphate + hexanesulfonate 	(PA3445 and ((PA3442 and PA3443) or (PA3447 and PA3448))) or (PA2296 and PA2295 and PA2294)	PA3445 PA3442 PA3443 PA3447 PA3448 PA2296 PA2295 PA2294			Transport	0	0	1000	0		Undetermined	*JAB 01/13/14 - merged with Burk-equivalent GPRs	
rxn13839	hydrogenobyrinic acid a,c-diamide cobaltochelatase	cpd00001[c] + cpd00004[c] + cpd00002[c] + cpd00149[c] + cpd03913[c]  <=> cpd00067[c] + cpd00003[c] + cpd00008[c] + cpd00009[c] + cpd03914[c] 	H2O + NADH + ATP + Co2+ + Hydrogenobyrinate diamide  <=> H+ + NAD + ADP + Phosphate + Cob(II)yrinate diamide 	(PA1923 or PA2944)	PA1923 PA2944			Porphyrin and chlorophyll metabolism	1	-1000	1000	0		6.6.1.2		
rxn11544	Hydrogenobyrinate a,c diamide synthase	cpd00001[c] + 2 cpd00002[c] + 2 cpd00053[c] + cpd03832[c]  <=> 2 cpd00023[c] + 2 cpd00008[c] + cpd00012[c] + cpd03913[c] 	H2O + 2 ATP + 2 L-Glutamine + Hydrogenobyrinate  <=> 2 L-Glutamate + 2 ADP + PPi + Hydrogenobyrinate diamide 	PA1273	PA1273			Porphyrin and chlorophyll metabolism	1	-1000	1000	0		Undetermined		
rxn01825	homogentisate 1,2-dioxygenase	cpd00007[c] + cpd00426[c]  -> cpd00067[c] + cpd00763[c] 	O2 + Homogentisate  -> H+ + 4-Maleylacetoacetate 	PA2009	PA2009			Tyrosine metabolism	0	0	1000	0		1.13.11.5		
rxn13840	(3R)-3-Hydroxypalmitoyl-[acyl-carrier-protein] hydro-lyase	cpd11481[c]  <=> cpd15239[c] + cpd00001[c] 	R-3-hydroxypalmitoyl-acyl-carrierprotein-  <=> Hexadecenoyl-ACP + H2O 	(PA1610 or (PA3645))	PA1610 PA3645			Fatty acid biosynthesis	1	-1000	1000	0		2.3.1.85, 2.3.1.86, 4.2.1.59	*ASB 02/18/14 - PA1610 and PA3645 have overlapping substrate specificity. This reaction and its GPR needs work.	
rxn05336	(3R)-3-Hydroxypalmitoyl-[acyl-carrier-protein]:NADP+ oxidoreductase	cpd00006[c] + cpd11481[c]  <=> cpd00067[c] + cpd00005[c] + cpd11485[c] 	NADP + R-3-hydroxypalmitoyl-acyl-carrierprotein-  <=> H+ + NADPH + 3-oxohexadecanoyl-acp 	PA2967	PA2967			Fatty acid biosynthesis	1	-1000	1000	0		1.1.1.100,2.3.1.85,2.3.1.86		
rxn13841	HHQ synthesis	cpd00067[c] + cpd00093[c] + cpd11487[c]  <=> cpd11493[c] + cpd00001[c] + cpd00011[c] + cpd17078[c] 	H+ + Anthranilate + 3-oxodecanoyl-acp  <=> ACP + H2O + CO2 + 2-heptyl-4-quinolone 	(PA0996 and PA0997 and PA0998 and PA0999)	PA0996 PA0997 PA0998 PA0999			Fatty acid biosynthesis	1	-1000	1000	0			*ASB 03/25/14 - tentative subsystem assigment	
rxn05330	(3R)-3-Hydroxybutanoyl-[acyl-carrier-protein] hydro-lyase	cpd11479[c]  <=> cpd00001[c] + cpd11473[c] 	D-3-Hydroxyhexanoyl-[acp]  <=> H2O + (2E)-Hexenoyl-[acp] 	(PA1610 or (PA3645))	PA1610 PA3645			Fatty acid biosynthesis	1	-1000	1000	0		2.3.1.85,2.3.1.86,4.2.1.58		
rxn05337	(3R)-3-Hydroxyhexanoyl-[acyl-carrier-protein]:NADP+ oxidoreductase	cpd00006[c] + cpd11479[c]  <=> cpd00067[c] + cpd00005[c] + cpd11486[c] 	NADP + D-3-Hydroxyhexanoyl-[acp]  <=> H+ + NADPH + 3-Oxohexanoyl-[acp] 	(PA2967 or (PA1827 or PA4148 or PA4162 or PA3106 or PA3106 or PA4786 or PA5524))	PA2967 PA1827 PA4148 PA4162 PA3106 PA3106 PA4786 PA5524			Fatty acid biosynthesis	1	-1000	1000	0		1.1.1.100,2.3.1.85,2.3.1.86		
rxn01480	3-hydroxyisobutyrate dehydrogenase	cpd00003[c] + cpd00876[c]  <=> cpd00004[c] + cpd00067[c] + cpd00287[c] 	NAD + 3-Hydroxyisobutyrate  <=> NADH + H+ + 3-Oxo-2-methylpropanoate 	(PA3569 or PA0743 or PA2199)	PA3569 PA0743 PA2199			Valine, leucine and isoleucine degradation	1	-1000	1000	0		1.1.1.31,1.1.1.35		
rxn00867	histidase	cpd00119[c]  -> cpd00013[c] + cpd00581[c] 	L-Histidine  -> NH3 + Urocanate 	(PA5098 or PA5093)	PA5098 PA5093			Nitrogen metabolism	0	0	1000	0		4.3.1.3		
rxn00859	histidinol dehydrogenase	cpd00001[c] + 2 cpd00003[c] + cpd00641[c]  <=> 2 cpd00004[c] + 3 cpd00067[c] + cpd00119[c] 	H2O + 2 NAD + L-Histidinol  <=> 2 NADH + 3 H+ + L-Histidine 	PA4448	PA4448		Histidine Metabolism	Histidine metabolism	1	-1000	1000	0		1.1.1.23		
rxn02160	histidinol-phosphatase	cpd00001[c] + cpd00807[c]  -> cpd00067[c] + cpd00009[c] + cpd00641[c] 	H2O + L-histidinol-phosphate  -> H+ + Phosphate + L-Histidinol 	(PA0006 or PA1616)	PA0006 PA1616		Histidine Metabolism	Histidine metabolism	0	0	1000	0		3.1.3.15		
rxn06439	Histidyl-tRNA synthetase	cpd00067[c] + cpd00002[c] + cpd00119[c] + cpd11914[c]  -> cpd00012[c] + cpd00018[c] + cpd12228[c] 	H+ + ATP + L-Histidine + tRNA(His)  -> PPi + AMP + L-Histidyl-tRNA(His) 	(PA4939 or PA3802)	PA4939 PA3802			Aminoacyl-tRNA biosynthesis	0	0	1000	0		6.1.1.21	*ASB 03/25/14 - consider changing subsystem to Histidine metabolism	
rxn05164	L-histidine transport via ABC system	cpd00001[c] + cpd00002[c] + cpd00119[e]  -> cpd00067[c] + cpd00008[c] + cpd00009[c] + cpd00119[c] 	H2O + ATP + L-Histidine  -> H+ + ADP + Phosphate + L-Histidine 	((PA2923 and PA2925 and PA2026 and PA2924) or (PA5153 and PA5154 and PA5155 and PA5152))	PA2923 PA2925 PA2026 PA2924 PA5153 PA5154 PA5155 PA5152		Transport Extracellular	Transport	0	0	1000	0		Undetermined	*JAB 01/13/14 - switched nonspecific transporter for specific transporter	
rxn13842	H+/K+-exchanging ATPase	cpd00001[c] + cpd00067[c] + cpd00002[c] + cpd00205[e]  <=> cpd00008[c] + cpd00009[c] + 2 cpd00067[e] + cpd00205[c] 	H2O + H+ + ATP + K+  <=> ADP + Phosphate + 2 H+ + K+ 	(PA1634 or PA1635 or PA1633)	PA1634 PA1635 PA1633			Purine metabolism	1	-1000	1000	0			*ASB 03/25/14 - tentative subsystem assigment	
rxn00060	hydroxymethylbilane synthase	cpd00001[c] + 4 cpd00689[c]  -> 4 cpd00013[c] + cpd00755[c] 	H2O + 4 Porphobilinogen  -> 4 NH3 + Hydroxymethylbilane 	PA5260	PA5260		Tetrapyrrole Biosynthesis	Porphyrin and chlorophyll metabolism	0	0	1000	0		2.5.1.61,4.3.1.8		
rxn00991	hydroxymethylglutaryl-CoA lyase	cpd00292[c]  <=> cpd00142[c] + cpd00022[c] 	HMG-CoA  <=> Acetoacetate + Acetyl-CoA 	PA2011	PA2011			Butanoate metabolism	1	-1000	1000	0		4.1.3.4		
rxn02366	homoprotocatechuate 2,3-dioxygenase	cpd00007[c] + cpd00854[c]  -> cpd00067[c] + cpd02828[c] 	O2 + Homoprotocatechuate  -> H+ + 5-Carboxymethyl-2-hydroxymuconic semialdehyde 	PA4124	PA4124			Tyrosine metabolism	0	0	1000	0		1.13.11.15		
rxn02484	hydroxymethylpyrimidine kinase (ATP)	cpd00002[c] + cpd00939[c]  <=> cpd00008[c] + cpd02775[c] 	ATP + Toxopyrimidine  <=> ADP + 4-Amino-5-phosphomethyl-2-methylpyrimidine 	PA3975	PA3975		Thiamine Metabolism	Thiamine metabolism	1	-1000	1000	0		2.7.1.49		
rxn05334	((3R)-3-Hydroxybutanoyl-[acyl-carrier-protein] hydro-lyase	cpd11483[c]  <=> cpd00001[c] + cpd11471[c] 	(R)-3-Hydroxyoctanoyl-[acyl-carrier protein]  <=> H2O + (2E)-Octenoyl-[acp] 	(PA1610 or (PA3645))	PA1610 PA3645			Fatty acid biosynthesis	1	-1000	1000	0		2.3.1.85,2.3.1.86,4.2.1.58,4.2.1.59,4.2.1.61		
rxn05341	(3R)-3-Hydroxyoctanoyl-[acyl-carrier-protein]:NADP+ oxidoreductase	cpd00006[c] + cpd11483[c]  <=> cpd00067[c] + cpd00005[c] + cpd11490[c] 	NADP + (R)-3-Hydroxyoctanoyl-[acyl-carrier protein]  <=> H+ + NADPH + 3-oxooctanoyl-acp 	(PA2967 or (PA1827 or PA4148 or PA4162 or PA3106 or PA3106 or PA4786 or PA5524))	PA2967 PA1827 PA4148 PA4162 PA3106 PA3106 PA4786 PA5524			Fatty acid biosynthesis	1	-1000	1000	0		1.1.1.100,2.3.1.85,2.3.1.86		
rxn13843	(3R)-3-Hydroxyoctadecanoyl-[acyl-carrier-protein] hydro-lyase	cpd17051[c]  <=> cpd15572[c] + cpd00001[c] 	(3R)-3-Hydroxyoctadecanoyl-[acyl-carrier protein]  <=> trans-octadec-2-enoyl-[acyl-carrier protein] + H2O 	(PA1610 or (PA3645))	PA1610 PA3645			Fatty acid biosynthesis	1	-1000	1000	0			*ASB 03/25/14 - tentative subsystem assigment	
rxn13844	(3R)-3-Hydroxyoctadecanoyl-[acyl-carrier-protein]:NADP+ oxidoreductase	cpd00067[c] + cpd00005[c] + cpd14938[c]  <=> cpd00006[c] + cpd17051[c] 	H+ + NADPH + 3-Oxostearoyl-[acp]  <=> NADP + (3R)-3-Hydroxyoctadecanoyl-[acyl-carrier protein] 	PA2967	PA2967			Fatty acid metabolism	1	-1000	1000	0		1.1.1.330		
rxn01314	NADPH:6,7-dihydropteridine oxidoreductase	cpd00067[c] + cpd00005[c] + cpd00231[c]  <=> cpd00006[c] + cpd00233[c] 	H+ + NADPH + Dihydrobiopterin  <=> NADP + Tetrahydrobiopterin 		 		Exchange	Folate biosynthesis	1	-1000	1000	0		1.5.1.34		
rxn01827	4-hydroxyphenylpyruvate dioxygenase	cpd00007[c] + cpd00868[c]  -> cpd00011[c] + cpd00426[c] 	O2 + p-hydroxyphenylpyruvate  -> CO2 + Homogentisate 	(PA0242 or PA0865)	PA0242 PA0865			Ubiquinone biosynthesis	0	0	1000	0		1.13.11.27		
rxn02503	2-amino-4-hydroxy-6-hydroxymethyldihydropteridine diphosphokinase	cpd00002[c] + cpd00954[c]  <=> cpd00018[c] + cpd02920[c] 	ATP + 6-hydroxymethyl dihydropterin  <=> AMP + 7,8-Dihydropterin pyrophosphate 	(PA0583 or PA4728)	PA0583 PA4728		Folate Metabolism	Folate biosynthesis	1	-1000	1000	0		2.7.6.3		
rxn01303	Acetyl-CoA:L-homoserine O-acetyltransferase	cpd00022[c] + cpd00227[c]  -> cpd00010[c] + cpd00790[c] 	Acetyl-CoA + L-Homoserine  -> CoA + O-Acetyl-L-homoserine 	PA0390	PA0390		Methionine Metabolism	Methionine metabolism	0	0	1000	0		2.3.1.31		
rxn01302	homoserine dehydrogenase (NADPH)	cpd00006[c] + cpd00227[c]  <=> cpd00067[c] + cpd00346[c] + cpd00005[c] 	NADP + L-Homoserine  <=> H+ + L-Aspartate4-semialdehyde + NADPH 	PA3736	PA3736		Threonine and Lysine Metabolism	Lysine biosynthesis	1	-1000	1000	0		1.1.1.3		
rxn01300	homoserine kinase	cpd00002[c] + cpd00227[c]  <=> cpd00008[c] + cpd00809[c] 	ATP + L-Homoserine  <=> ADP + O-Phospho-L-homoserine 	(PA5495 or PA1757)	PA5495 PA1757		Threonine and Lysine Metabolism	Glycine, serine and threonine metabolism	1	-1000	1000	0		2.7.1.39		
rxn01304	homoserine O-succinyltransferase	cpd00078[c] + cpd00227[c]  -> cpd00010[c] + cpd00822[c] 	Succinyl-CoA + L-Homoserine  -> CoA + O-Succinyl-L-homoserine 	PA0390	PA0390		Methionine Metabolism	Cysteine and methionine metabolism	0	0	1000	0		2.3.1.46		
rxn02320	histidinol-phosphate transaminase	cpd00024[c] + cpd00807[c]  <=> cpd00023[c] + cpd00930[c] 	2-Oxoglutarate + L-histidinol-phosphate  <=> L-Glutamate + imidazole acetol-phosphate 	(PA4447 or PA3165 or PA2531)	PA4447 PA3165 PA2531		Histidine Metabolism	Histidine metabolism	1	-1000	1000	0		2.6.1.9		
rxn13846	(3R)-3-Hydroxypalmitoyl-[acyl-carrier-protein] hydro-lyase	cpd11484[c]  <=> cpd00001[c] + cpd15294[c] 	HMA  <=> H2O + Tetradecenoyl-ACP 	(PA1610 or (PA3645))	PA1610 PA3645			Fatty acid biosynthesis	1	-1000	1000	0			*ASB 03/25/14 - tentative subsystem assigment	
rxn05342	3R)-3-Hydroxytetradecanoyl-[acyl-carrier-protein]:NADP+ oxidoreductase	cpd00006[c] + cpd11484[c]  <=> cpd00067[c] + cpd00005[c] + cpd11491[c] 	NADP + HMA  <=> H+ + NADPH + 3-oxotetradecanoyl-acp 	PA2967	PA2967			Fatty acid biosynthesis	1	-1000	1000	0		1.1.1.100,2.3.1.85,2.3.1.86		
rxn00836	hypoxanthine phosphoribosyltransferase (Hypoxanthine)	cpd00226[c] + cpd00103[c] -> cpd00012[c] + cpd00114[c]	HYXN + PRPP -> PPi + IMP	PA4645	PA4645		Salvage Pathways	Purine metabolism	0	0	1000	0		2.4.2.8	*JAB 01/31/14 - switched reaction directionality syntax, function still matches SEED/MetaCyc	
rxn00198	isocitrate dehydrogenase (NADP)	cpd00006[c] + cpd00260[c]  -> cpd00011[c] + cpd00024[c] + cpd00005[c] 	NADP + Isocitrate  -> CO2 + 2-Oxoglutarate + NADPH 	PA2623	PA2623		Citrate Cycle (TCA)	Glutathione metabolism	0	0	0	0		1.1.1.42	*JAB 02/04/14 - turned off as not annotated in KEGG and making unnecessary loop with other icd reactions rxn00199 and rxn01387	
rxn01258	Isochorismate Synthase	cpd00216[c]  <=> cpd00658[c] 	Chorismate  <=> Isochorismate 	PA4231	PA4231		Quinone Biosynthesis Menaquinone	Ubiquinone biosynthesis	1	-1000	1000	0		5.4.4.2		
rxn02177	isochorismatase	cpd00001[c] + cpd00658[c]  -> cpd00020[c] + cpd02566[c] 	H2O + Isochorismate  -> Pyruvate + 2,3-Dihydroxy-2,3-dihydrobenzoate 	(PA1902 or PA4213)	PA1902 PA4213			Biosynthesis of siderophore group nonribosomal peptides	0	0	1000	0		3.3.2.1		
rxn00336	Isocitrate lyase	cpd00260[c]  -> cpd00040[c] + cpd00036[c] 	Isocitrate  -> Glyoxalate + Succinate 	PA2634	PA2634		Oxidative phosphorylation	Glyoxylate and dicarboxylate metabolism	0	0	1000	0		4.1.3.1	* JCT 02/17/14 Changed to irreversible 	
rxn03135	Imidazole-glycerol-3-phosphate synthase	cpd00053[c] + cpd02991[c] -> cpd00067[c] + cpd00023[c] + cpd02851[c] + cpd02843[c]	L-Glutamine + phosphoribulosylformimino-AICAR-phosphate -> H+ + L-Glutamate + AICAR + D-erythro-imidazol-glycerol-phosphate	(PA3152 or PA5142)	PA3152 PA5142		Histidine Metabolism	Histidine metabolism	0	0	1000	0		Undetermined; HisF, HisH	*JAB 01/31/14 - switched reaction directionality syntax, function still matches SEED/MetaCyc	
rxn02473	imidazoleglycerol-phosphate dehydratase	cpd02843[c]  -> cpd00001[c] + cpd00930[c] 	D-erythro-imidazol-glycerol-phosphate  -> H2O + imidazole acetol-phosphate 	PA5143	PA5143		Histidine Metabolism	Histidine metabolism	0	0	1000	0		4.2.1.19		
rxn02507	indole-3-glycerol-phosphate synthase	cpd00067[c] + cpd00956[c]  -> cpd00001[c] + cpd00011[c] + cpd02210[c] 	H+ + 1-(2-carboxyphenylamino)-1-deoxyribulose 5-phosphate  -> H2O + CO2 + Indoleglycerol phosphate 	PA0651	PA0651		Aromatic Amino Acids	Phenylalanine, tyrosine and tryptophan biosynthesis	0	0	1000	0		4.1.1.48		
rxn09896	isoleucine dehydrogenase	cpd00001[c] + cpd00003[c] + cpd00322[c]  <=> cpd00013[c] + cpd00004[c] + cpd00067[c] + cpd03577[c] 	H2O + NAD + L-Isoleucine  <=> NH3 + NADH + H+ + (R)-2-Oxo-3-methylpentanoate 	PA3418	PA3418		Branched Chain Amino Acid Biosynthesis	Valine, leucine and isoleucine biosynthesis	1	-1000	1000	0		1.4.1.9		
rxn01575	isoleucine transaminase	cpd00024[c] + cpd00322[c]  <=> cpd00023[c] + cpd00508[c] 	2-Oxoglutarate + L-Isoleucine  <=> L-Glutamate + 3MOP 	PA5013	PA5013		Branched Chain Amino Acid Biosynthesis	Valine, leucine and isoleucine degradation	1	-1000	1000	0		2.6.1.42		
rxn05179	L-isoleucine transport via ABC system	cpd00001[c] + cpd00002[c] + cpd00322[e]  -> cpd00067[c] + cpd00008[c] + cpd00009[c] + cpd00322[c] 	H2O + ATP + L-Isoleucine  -> H+ + ADP + Phosphate + L-Isoleucine 	(PA1070 and PA1071 and PA1072 and PA1073) or (PA4910 and PA4912 and PA4911 and PA4909)	PA1070 PA1071 PA1072 PA1073 PA4910 PA4912 PA4911 PA4909			Transport	0	0	1000	0		Undetermined	*JAB 01/13/14 - removed nonspecific transport operon	
rxn05244	L-isoleucine transport in via proton symport	cpd00067[e] + cpd00322[e]  <=> cpd00067[c] + cpd00322[c] 	H+ + L-Isoleucine  <=> H+ + L-Isoleucine 	PA1971	PA1971			Transport	1	-1000	1000	0				
rxn05241	L-isoleucine transport in via proton symport	cpd00971[e] + cpd00322[e]  <=> cpd00971[c] + cpd00322[c] 	Na+ + L-Isoleucine  <=> Na+ + L-Isoleucine 	PA1590	PA1590			Transport	1	-1000	1000	0				
rxn00832	IMP cyclohydrolase	cpd00001[c] + cpd00114[c]  <=> cpd02884[c] 	H2O + IMP  <=> FAICAR 	PA4854	PA4854		Purine and Pyrimidine Biosynthesis	Purine metabolism	1	-1000	1000	0		3.5.4.10	*JAB 02/18/14 - PA4854 essential during in vivo infection, auxotrophic on minimal media (so reaction essentiality in LB is not terribly wrong)	Lehoux, D., Sanschagrin, F., & Levesque, R. C. (2002). Identification of in vivo essential genes from Pseudomonas aeruginosa by PCR-based signature-tagged mutagenesis. FEMS Microbiology Letters, 210, 73–80. Retrieved from http://onlinelibrary.wiley.com/doi/10.1111/j.1574-6968.2002.tb11162.x/full
rxn00834	IMP dehydrogenase	cpd00001[c] + cpd00003[c] + cpd00114[c]  <=> cpd00004[c] + cpd00067[c] + cpd00497[c] 	H2O + NAD + IMP  <=> NADH + H+ + XMP 	PA3770	PA3770		Purine and Pyrimidine Biosynthesis	Purine metabolism	1	-1000	1000	0		1.1.1.205		
rxn11245	3-isopropylmalate dehydrogenase 2	cpd00003[c] + cpd02693[c]  -> cpd00004[c] + cpd00011[c] + cpd00200[c] 	NAD + 3-Isopropylmalate  -> NADH + CO2 + 4MOP 	PA3118	PA3118		Branched Chain Amino Acid Biosynthesis		0	0	1000	0				
rxn02811	3-isopropylmalate dehydratase	cpd02693[c]  <=> cpd00001[c] + cpd01710[c] 	3-Isopropylmalate  <=> H2O + 2-Isopropylmaleate 	(PA3121 and PA3120)	PA3121 PA3120		Branched Chain Amino Acid Biosynthesis	Valine, leucine and isoleucine biosynthesis	1	-1000	1000	0		4.2.1.33		
rxn02789	2-isopropylmalate hydratase	cpd01646[c]  <=> cpd00001[c] + cpd01710[c] 	2-Isopropylmalate  <=> H2O + 2-Isopropylmaleate 	(PA3121 and PA3120)	PA3121 PA3120		Branched Chain Amino Acid Biosynthesis	Valine, leucine and isoleucine biosynthesis	1	-1000	1000	0		4.2.1.33		
